"(1781, 511)"
"(1780, 508)"
"(1780, 507)"
"(1780, 507)"
"(1780, 508)"
"(1780, 510)"
"(1780, 511)"
"(1780, 511)"
"(1780, 510)"
"(1780, 507)"
"(1780, 506)"
"(1779, 509)"
"(1779, 510)"
"(1780, 512)"
"(1780, 511)"
"(1781, 510)"
"(1781, 507)"
"(1781, 507)"
"(1781, 510)"
"(1781, 511)"
"(1781, 512)"
"(1780, 509)"
"(1780, 508)"
"(1781, 506)"
"(1781, 506)"
"(1781, 508)"
"(1780, 511)"
"(1781, 510)"
"(1781, 509)"
"(1781, 507)"
"(1781, 506)"
"(1780, 507)"
"(1781, 509)"
"(1782, 512)"
"(1782, 512)"
"(1782, 510)"
"(1782, 507)"
"(1782, 507)"
"(1781, 509)"
"(1781, 511)"
"(1782, 511)"
"(1780, 510)"
"(1780, 508)"
"(1780, 506)"
"(1781, 506)"
"(1781, 509)"
"(1781, 511)"
"(1781, 511)"
"(1780, 510)"
"(1780, 508)"
"(1781, 506)"
"(1779, 506)"
"(1781, 509)"
"(1781, 511)"
"(1781, 511)"
"(1780, 508)"
"(1781, 507)"
"(1781, 507)"
"(1781, 509)"
"(1782, 511)"
"(1782, 511)"
"(1781, 512)"
"(1781, 509)"
"(1781, 506)"
"(1781, 507)"
"(1780, 509)"
"(1781, 512)"
"(1780, 511)"
"(1782, 510)"
"(1781, 508)"
"(1781, 506)"
"(1781, 506)"
"(1782, 509)"
"(1782, 511)"
"(1781, 511)"
"(1781, 509)"
"(1781, 507)"
"(1781, 508)"
"(1781, 507)"
"(1781, 510)"
"(1781, 510)"
"(1782, 510)"
"(1781, 509)"
"(1781, 506)"
"(1781, 506)"
"(1782, 509)"
"(1782, 510)"
"(1782, 510)"
"(1781, 510)"
"(1781, 508)"
"(1781, 506)"
"(1781, 506)"
"(1781, 509)"
"(1781, 510)"
"(1781, 510)"
"(1781, 509)"
"(1781, 508)"
"(1781, 507)"
"(1781, 507)"
"(1781, 509)"
"(1781, 511)"
"(1782, 510)"
"(1781, 508)"
"(1780, 506)"
"(1781, 507)"
"(1781, 509)"
"(1781, 510)"
"(1782, 511)"
"(1781, 510)"
"(1781, 508)"
"(1782, 506)"
"(1782, 507)"
"(1782, 510)"
"(1782, 511)"
"(1782, 510)"
"(1782, 509)"
"(1782, 508)"
"(1782, 506)"
"(1782, 506)"
"(1781, 509)"
"(1781, 511)"
"(1781, 510)"
"(1782, 509)"
"(1782, 507)"
"(1782, 506)"
"(1782, 508)"
"(1781, 511)"
"(1781, 512)"
"(1781, 511)"
"(1781, 508)"
"(1781, 507)"
"(1781, 507)"
"(1781, 509)"
"(1781, 510)"
"(1781, 510)"
"(1780, 509)"
"(1781, 508)"
"(1781, 506)"
"(1780, 506)"
"(1781, 509)"
"(1781, 511)"
"(1781, 511)"
"(1783, 510)"
"(1782, 508)"
"(1781, 507)"
"(1781, 508)"
"(1781, 509)"
"(1780, 511)"
"(1780, 511)"
"(1781, 509)"
"(1780, 507)"
"(1781, 507)"
"(1781, 507)"
"(1781, 510)"
"(1780, 509)"
"(1779, 510)"
"(1780, 508)"
"(1779, 506)"
"(1780, 506)"
"(1779, 508)"
"(1779, 511)"
"(1780, 510)"
"(1780, 511)"
"(1780, 508)"
"(1781, 507)"
"(1780, 507)"
"(1780, 509)"
"(1780, 511)"
"(1780, 510)"
"(1781, 508)"
"(1781, 508)"
"(1780, 507)"
"(1781, 507)"
"(1780, 509)"
"(1781, 511)"
"(1781, 511)"
"(1781, 508)"
"(1780, 506)"
"(1779, 506)"
"(1780, 508)"
"(1780, 510)"
"(1780, 511)"
"(1780, 511)"
"(1780, 508)"
"(1780, 507)"
"(1780, 508)"
"(1781, 509)"
"(1780, 511)"
"(1780, 510)"
"(1780, 510)"
"(1780, 507)"
"(1781, 508)"
"(1781, 508)"
"(1782, 510)"
"(1780, 511)"
"(1781, 511)"
"(1780, 508)"
"(1780, 508)"
"(1780, 509)"
"(1779, 509)"
"(1779, 510)"
"(1780, 510)"
"(1780, 510)"
"(1781, 508)"
"(1780, 505)"
"(1780, 506)"
"(1781, 509)"
"(1780, 511)"
"(1782, 510)"
"(1782, 508)"
"(1781, 507)"
"(1782, 506)"
"(1781, 507)"
"(1781, 509)"
"(1780, 511)"
"(1780, 510)"
"(1781, 511)"
"(1782, 507)"
"(1782, 508)"
"(1781, 509)"
"(1780, 510)"
"(1783, 512)"
"(1782, 512)"
"(1782, 509)"
"(1783, 507)"
"(1783, 506)"
"(1783, 508)"
"(1783, 509)"
"(1783, 510)"
"(1783, 510)"
"(1784, 508)"
"(1275, 8)","(1783, 506)"
"(1235, 28)","(1364, 196)","(1782, 507)"
"(1252, 51)","(1278, 1)","(1379, 219)","(1783, 508)"
"(1277, 87)","(1278, 4)","(1296, 127)","(1391, 245)","(1782, 509)"
"(1289, 116)","(1303, 152)","(1399, 270)","(1783, 509)"
"(1287, 33)","(1303, 151)","(1309, 166)","(1406, 296)","(1783, 508)"
"(1294, 153)","(1315, 201)","(1783, 507)"
"(1167, 32)","(1322, 223)","(1421, 320)","(1783, 506)"
"(1255, 10)","(1272, 173)","(1427, 336)","(1783, 507)"
"(1246, 3)","(1304, 77)","(1343, 137)","(1784, 508)"
"(1254, 15)","(1270, 35)","(1291, 194)","(1339, 129)","(1354, 157)","(1784, 510)"
"(1251, 14)","(1270, 37)","(1294, 206)","(1302, 80)","(1784, 510)"
"(1242, 3)","(1278, 49)","(1783, 508)"
"(1247, 9)","(1280, 52)","(1303, 222)","(1379, 211)","(1446, 399)","(1783, 507)"
"(1255, 19)","(1309, 227)","(1380, 208)","(1784, 508)"
"(1312, 232)","(1783, 507)"
"(1315, 234)","(1391, 226)","(1783, 509)"
"(1155, 209)","(1305, 79)","(1327, 235)","(1783, 510)"
"(1155, 209)","(1309, 81)","(1335, 235)","(1783, 509)"
"(1157, 209)","(1306, 73)","(1335, 234)","(1783, 508)"
"(1157, 206)","(1171, 46)","(1325, 92)","(1333, 103)","(1352, 235)","(1396, 205)","(1783, 507)"
"(1160, 194)","(1323, 85)","(1331, 231)","(1403, 210)","(1417, 244)","(1783, 507)"
"(1163, 200)","(1266, 1)","(1333, 92)","(1339, 230)","(1350, 114)","(1402, 198)","(1783, 508)"
"(1163, 196)","(1164, 197)","(1270, 1)","(1341, 228)","(1343, 100)","(1784, 509)"
"(1163, 196)","(1164, 197)","(1179, 36)","(1281, 11)","(1307, 46)","(1318, 216)","(1347, 224)","(1369, 127)","(1394, 168)","(1488, 406)","(1783, 510)"
"(1166, 188)","(1166, 190)","(1315, 210)","(1344, 91)","(1372, 130)","(1408, 190)","(1490, 399)","(1783, 510)"
"(1165, 189)","(1167, 191)","(1305, 36)","(1317, 209)","(1324, 213)","(1365, 117)","(1411, 194)","(1783, 508)"
"(1168, 182)","(1168, 185)","(1315, 205)","(1332, 72)","(1349, 94)","(1410, 186)","(1489, 382)","(1784, 507)"
"(1167, 181)","(1167, 184)","(1317, 204)","(1352, 221)","(1411, 186)","(1492, 402)","(1783, 507)"
"(1166, 180)","(1166, 181)","(1409, 182)","(1783, 508)"
"(1164, 177)","(1165, 178)","(1173, 12)","(1315, 42)","(1397, 155)","(1411, 182)","(1491, 398)","(1783, 509)"
"(1163, 183)","(1164, 184)","(1354, 94)","(1408, 175)","(1783, 509)"
"(1161, 175)","(1305, 27)","(1410, 177)","(1453, 274)","(1491, 401)","(1783, 509)"
"(1167, 180)","(1170, 190)","(1313, 35)","(1340, 219)","(1365, 106)","(1408, 171)","(1451, 269)","(1491, 400)","(1784, 507)"
"(1164, 175)","(1167, 182)","(1314, 36)","(1324, 50)","(1356, 216)","(1436, 239)","(1784, 507)"
"(1164, 171)","(1166, 177)","(1326, 53)","(1346, 79)","(1491, 393)","(1784, 508)"
"(1166, 175)","(1167, 181)","(1358, 95)","(1488, 401)","(1784, 509)"
"(1166, 175)","(1167, 181)","(1358, 97)","(1374, 214)","(1486, 366)","(1489, 383)","(1784, 510)"
"(1166, 177)","(1167, 182)","(1354, 92)","(1369, 216)","(1409, 179)","(1784, 509)"
"(1164, 177)","(1164, 180)","(1336, 70)","(1378, 211)","(1401, 193)","(1784, 509)"
"(1164, 181)","(1164, 182)","(1326, 59)","(1368, 219)","(1481, 394)","(1784, 507)"
"(1165, 183)","(1165, 185)","(1376, 217)","(1383, 213)","(1480, 393)","(1784, 507)"
"(1165, 186)","(1165, 190)","(1304, 32)","(1327, 63)","(1374, 219)","(1401, 178)","(1419, 220)","(1479, 393)","(1784, 508)"
"(1164, 186)","(1164, 189)","(1294, 193)","(1367, 224)","(1477, 397)","(1784, 510)"
"(1163, 185)","(1348, 226)","(1473, 401)","(1785, 510)"
"(1164, 191)","(1324, 68)","(1403, 192)","(1437, 278)","(1784, 509)"
"(1164, 192)","(1315, 55)","(1397, 183)","(1437, 284)","(1784, 508)"
"(1163, 193)","(1314, 56)","(1376, 147)","(1395, 181)","(1437, 290)","(1784, 507)"
"(1164, 196)","(1784, 508)"
"(1170, 205)","(1320, 225)","(1397, 193)","(1468, 409)","(1784, 508)"
"(1170, 204)","(1397, 197)","(1465, 414)","(1784, 508)"
"(1171, 204)","(1318, 72)","(1464, 420)","(1784, 510)"
"(1171, 207)","(1172, 209)","(1784, 508)"
"(1165, 191)","(1188, 225)","(1314, 71)","(1461, 419)","(1785, 508)"
"(1156, 180)","(1195, 241)","(1456, 434)","(1785, 507)"
"(1160, 183)","(1300, 54)","(1459, 435)","(1785, 507)"
"(1299, 54)","(1461, 422)","(1784, 509)"
"(1400, 226)","(1443, 450)","(1785, 510)"
