[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 41.036503 -14.165564 386.70148 ],[ 97.34031  -13.859213 441.33734 ],[157.89563  -13.857304 507.0772  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.84073  -14.146188 386.8075  ],[ 97.17414  -13.833429 441.64066 ],[157.53563  -13.798788 507.64154 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.822124 -14.231974 386.82135 ],[ 96.79292  -13.863005 442.1375  ],[157.03526  -13.525174 507.55032 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.62622  -14.212646 386.92743 ],[ 96.59647  -13.839018 442.31396 ],[156.66083  -13.685586 508.2975  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.427643 -14.276479 387.18356 ],[ 96.42946  -13.813177 442.6189  ],[156.32353  -13.845791 509.16647 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.478355 -14.185062 387.44214 ],[ 96.21605  -13.783831 442.97418 ],[156.1503   -14.109837 509.77454 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.49702 -14.09913 387.42822],[ 96.04659  -13.842946 443.1183  ],[156.20529   -14.0349045 509.8733   ]
[-69.08287  -14.051548 293.47125 ],[-13.598825 -13.931201 337.07312 ],[ 40.49702 -14.09913 387.42822],[ 96.27319 -13.86511 443.0696 ],[156.20111  -13.888227 509.71136 ]
[-69.06669  -13.951429 293.45944 ],[-13.602697 -13.927317 337.21494 ],[ 40.550552 -13.924514 387.53668 ],[ 96.470085 -13.889098 442.8924  ],[156.31084  -14.066069 509.34915 ]
[-69.06669  -13.951429 293.45944 ],[-13.602697 -13.927317 337.21494 ],[ 40.693188 -14.11855  387.32172 ],[ 96.86338  -13.937013 442.5383  ],[156.61868  -14.198778 508.68268 ]
[-69.06669  -13.951429 293.45944 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 97.04131  -14.040353 442.37823 ],[157.09497 -14.2535  508.47263]
[-69.06669  -13.951429 293.45944 ],[-13.418711 -13.943079 337.15683 ],[ 40.87062  -14.223783 387.2292  ],[ 97.25605  -13.984852 442.18488 ],[157.36327  -14.386517 507.69006 ]
[-69.06669  -13.951429 293.45944 ],[-13.418711 -13.943079 337.15683 ],[ 41.08519  -14.157361 387.1089  ],[ 97.48192  -14.006954 442.136   ],[157.6905   -14.590377 507.1669  ]
[-69.06669  -13.951429 293.45944 ],[-13.418711 -13.943079 337.15683 ],[ 41.06658  -14.243126 387.12277 ],[ 97.4337   -14.088022 442.02505 ],[157.7452    -14.5161495 507.26437  ]
[-69.03388  -13.956636 293.31302 ],[-13.418711 -13.943079 337.15683 ],[ 41.05035  -14.245849 386.98694 ],[ 97.4337   -14.088022 442.02505 ],[157.7237   -14.443864 507.12558 ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 97.25605  -13.984852 442.18488 ],[157.28708  -14.388487 507.4531  ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.907917 -14.052153 387.2014  ],[ 96.83371  -13.938824 442.41028 ],[156.94722  -14.403573 508.15778 ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.677067 -14.121303 387.1856  ],[ 96.41294  -13.807845 442.79715 ],[156.71169  -14.123074 508.9002  ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.515728 -14.013208 387.4143  ],[ 96.38335  -13.809696 442.66873 ],[156.4039   -13.990182 509.56726 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.483597 -14.018753 387.1419  ],[ 96.21404 -13.86878 442.8126 ],[156.2181    -13.8143835 509.6902   ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.430214 -14.193305 387.03357 ],[ 96.006165 -13.766937 442.8442  ],[156.18     -13.815449 509.57047 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.448853 -14.107408 387.01965 ],[ 96.20309  -13.790984 442.66733 ],[156.13791  -13.669965 509.28873 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.4649  -14.10465 387.15582],[ 96.3427   -13.733822 442.39536 ],[156.10362  -14.145054 508.77246 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.679634 -14.038214 387.03568 ],[ 96.76327  -13.864821 442.00955 ],[156.46638  -14.202862 508.2061  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.913006 -13.886131 386.90176 ],[ 96.95952 -13.88878 441.83334],[157.04254  -14.142508 507.31726 ]
[-69.03388  -13.956636 293.31302 ],[-13.577623 -13.99679  336.92194 ],[ 40.89682  -13.888909 386.7659  ],[ 97.1259   -13.914518 441.5297  ],[157.2276   -14.317094 507.19553 ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 41.073814 -13.994143 386.67377 ],[ 97.351555 -13.936639 441.4815  ],[157.84991   -14.2222185 507.29953  ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 41.269444 -14.013618 386.56784 ],[ 97.51755  -13.962321 441.1784  ],[157.87723 -14.31845 507.24176]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 41.036503 -14.165564 386.70148 ],[ 97.370056 -13.857414 441.46484 ],[157.77368  -14.224188 507.0633  ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 40.85689  -14.143448 386.94336 ],[ 97.203865 -13.831621 441.7683  ],[157.50642  -14.091052 507.8437  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.822124 -14.231974 386.82135 ],[ 96.79292  -13.863005 442.1375  ],[157.1748   -13.740137 508.20712 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.60764  -14.298497 386.9413  ],[ 96.59647  -13.839018 442.31396 ],[156.89357  -13.825398 509.17377 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.44625   -14.1905575 387.1697   ],[ 96.42946  -13.813177 442.6189  ],[156.50989  -13.694033 509.60242 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.480957 -14.10189  387.29196 ],[ 96.23266  -13.789141 442.7958  ],[156.11244  -13.782911 510.2151  ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.480957 -14.10189  387.29196 ],[ 96.01705   -13.8447895 442.98962  ],[156.01924  -13.858975 509.9963  ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.480957 -14.10189  387.29196 ],[ 96.24563  -13.781971 443.10278 ],[156.15656  -13.865352 509.79065 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.478355 -14.185062 387.44214 ],[ 96.42403   -13.8856125 442.9423   ],[156.387    -14.063984 509.58835 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.693188 -14.11855  387.32172 ],[ 96.81741 -13.93347 442.58813],[156.71169  -14.123074 508.9002  ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 97.07102  -14.038558 442.50616 ],[157.2757   -14.282344 508.18924 ]
[-69.03388  -13.956636 293.31302 ],[-13.418711 -13.943079 337.15683 ],[ 40.87062  -14.223783 387.2292  ],[ 97.26733  -14.062412 442.32935 ],[157.4943    -14.3101635 508.0247   ]
[-69.03388  -13.956636 293.31302 ],[-13.418711 -13.943079 337.15683 ],[ 41.08519  -14.157361 387.1089  ],[ 97.48192  -14.006954 442.136   ],[157.79994  -14.441924 507.3618  ]
[-69.03388  -13.956636 293.31302 ],[-13.418711 -13.943079 337.15683 ],[ 41.281025 -14.17675  387.00256 ],[ 97.45214  -14.008739 442.00836 ],[157.81657  -14.368677 507.34106 ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 40.889244 -14.137962 387.21527 ],[ 97.45214  -14.008739 442.00836 ],[157.64851  -14.121044 507.44275 ]
[-69.03388  -13.956636 293.31302 ],[-13.43281 -14.03935 337.0274 ],[ 40.83349  -14.395456 387.2569  ],[ 97.22859  -13.901885 442.21796 ],[157.48509  -14.018721 507.7043  ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.854446 -14.226513 387.0932  ],[ 96.86338  -13.937013 442.5383  ],[157.10727  -14.033987 508.29105 ]
[-69.05005  -14.056728 293.32483 ],[-13.602697 -13.927317 337.21494 ],[ 40.658424 -14.207167 387.1995  ],[ 96.63718  -13.914885 442.58704 ],[156.72423  -13.903199 508.71802 ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.44625   -14.1905575 387.1697   ],[ 96.440475 -13.890925 442.764   ],[156.35751  -13.698307 509.12424 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.4649  -14.10465 387.15582],[ 96.20309  -13.790984 442.66733 ],[156.01129  -13.565566 509.67172 ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.4649  -14.10465 387.15582],[ 96.03569  -13.765086 442.97284 ],[155.95227 -13.4939  509.41086]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.448853 -14.107408 387.01965 ],[ 96.20309  -13.790984 442.66733 ],[156.29842  -13.626734 508.8641  ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.502335 -13.932866 387.128   ],[ 96.3427   -13.733822 442.39536 ],[156.29842  -13.626734 508.8641  ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.66352  -14.040977 386.8997  ],[ 96.76327  -13.864821 442.00955 ],[156.89679  -13.640426 508.1125  ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.84073  -14.146188 386.8075  ],[ 96.93202  -13.805861 441.86636 ],[157.02245  -13.744307 507.73212 ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.859386 -14.060418 386.79364 ],[ 97.17634  -13.748696 441.80136 ],[157.32826   -13.8771925 507.07056  ]
[-69.03388  -13.956636 293.31302 ],[-13.429011 -14.043204 336.88577 ],[ 41.05514  -14.079848 386.68765 ],[ 97.312805 -13.776371 441.3703  ],[157.68828  -13.935486 506.50806 ]
[-69.03388  -13.956636 293.31302 ],[-13.429011 -14.043204 336.88577 ],[ 41.05514  -14.079848 386.68765 ],[ 97.351555 -13.936639 441.4815  ],[157.65019  -13.936491 506.39005 ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 40.84073  -14.146188 386.8075  ],[ 97.34256  -13.774547 441.4978  ],[157.68828  -13.935486 506.50806 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.822124 -14.231974 386.82135 ],[ 97.17414  -13.833429 441.64066 ],[157.46379  -13.946414 507.56497 ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.822124 -14.231974 386.82135 ],[ 96.75427   -13.7024355 442.02585  ],[157.11978  -13.814619 508.10938 ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.660957 -14.124054 387.0496  ],[ 96.61507  -13.759528 442.2972  ],[156.77924  -13.828543 508.8161  ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.499664 -14.015982 387.2781  ],[ 96.399864 -13.815011 442.49057 ],[156.54399  -13.546559 509.56    ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.499664 -14.015982 387.2781  ],[ 96.17551  -13.707903 442.70044 ],[156.12555  -13.562296 510.03146 ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.480957 -14.10189  387.29196 ],[ 96.00807  -13.681945 443.00598 ],[156.17596  -13.668887 509.40848 ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.4623   -14.187811 387.3059  ],[ 96.43148  -13.728246 442.78036 ],[156.38524  -13.795005 509.06592 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.478355 -14.185062 387.44214 ],[ 96.470085 -13.889098 442.8924  ],[156.34467 -13.9185  509.3071 ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 96.89307  -13.935204 442.66644 ],[156.74979  -14.122046 509.0194  ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 97.08952  -13.959141 442.48947 ],[157.12854  -14.106464 508.43082 ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.889244 -14.137962 387.21527 ],[ 97.304306 -13.903715 442.296   ],[157.49571  -14.188401 507.66736 ]
[-69.03388  -13.956636 293.31302 ],[-13.43281 -14.03935 337.0274 ],[ 41.10143  -14.154627 387.24478 ],[ 97.48192  -14.006954 442.136   ],[157.84991   -14.2222185 507.29953  ]
[-69.03388  -13.956636 293.31302 ],[-13.43281 -14.03935 337.0274 ],[ 41.10143  -14.154627 387.24478 ],[ 97.48192  -14.006954 442.136   ],[157.90477  -14.148018 507.39685 ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 41.06658  -14.243126 387.12277 ],[ 97.48192  -14.006954 442.136   ],[157.74615  -14.191343 507.8185  ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.81733  -14.398165 387.1209  ],[ 97.25832  -13.900065 442.34576 ],[157.48964  -14.164408 507.86456 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.854446 -14.226513 387.0932  ],[ 96.824715 -13.776341 442.42664 ],[157.10727  -14.033987 508.29105 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.677067 -14.121303 387.1856  ],[ 96.65575  -13.835366 442.5703  ],[156.74542  -13.975782 508.85822 ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.44625   -14.1905575 387.1697   ],[ 96.42946  -13.813177 442.6189  ],[156.38274  -13.917444 509.4266  ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.41417  -14.196052 386.89743 ],[ 96.20506  -13.706036 442.82895 ],[156.18414  -13.962084 509.7324  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.430214 -14.193305 387.03357 ],[ 96.03569  -13.765086 442.97284 ],[155.9982   -13.786133 509.8553  ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.448853 -14.107408 387.01965 ],[ 96.20309  -13.790984 442.66733 ],[156.36162  -13.844733 509.28598 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.502335 -13.932866 387.128   ],[ 96.3427   -13.733822 442.39536 ],[156.41667  -13.769916 509.38443 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.859386 -14.060418 386.79364 ],[ 96.76327  -13.864821 442.00955 ],[156.72002  -13.757049 508.55676 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.84073  -14.146188 386.8075  ],[ 96.92984  -13.890589 441.7056  ],[157.09862  -13.742224 507.96957 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.84073  -14.146188 386.8075  ],[ 97.14442   -13.8352375 441.513    ],[157.69449  -13.755873 507.2201  ]
[-69.03388  -13.956636 293.31302 ],[-13.577623 -13.99679  336.92194 ],[ 41.059868 -14.237203 386.68332 ],[ 97.34031  -13.859213 441.33734 ],[157.87436  -13.785177 506.93826 ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 41.01791  -14.251291 386.71536 ],[ 97.34031  -13.859213 441.33734 ],[157.83623  -13.786194 506.82025 ]
[-69.03388  -13.956636 293.31302 ],[-13.411127 -13.950827 336.87347 ],[ 40.822124 -14.231974 386.82135 ],[ 97.351555 -13.936639 441.4815  ],[157.4594   -13.800841 507.40472 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.84073  -14.146188 386.8075  ],[ 97.15562 -13.91272 441.65735],[157.33414  -13.697161 507.78455 ]
[-69.03388  -13.956636 293.31302 ],[-13.612848 -14.027509 336.94366 ],[ 40.85689  -14.143448 386.94336 ],[ 96.765396 -13.780026 442.17056 ],[156.99832  -13.856767 508.65146 ]
[-69.03388  -13.956636 293.31302 ],[-13.616727 -14.023643 337.0854  ],[ 40.4649  -14.10465 387.15582],[ 96.62819  -13.752304 442.60345 ],[156.63615  -13.798191 509.21945 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.480957 -14.10189  387.29196 ],[ 96.41294  -13.807845 442.79715 ],[156.19702  -13.741623 509.5493  ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.515728 -14.013208 387.4143  ],[ 96.24362  -13.866946 442.9411  ],[156.13791  -13.669965 509.28873 ]
[-69.03388  -13.956636 293.31302 ],[-13.602697 -13.927317 337.21494 ],[ 40.425117 -14.359689 387.3337  ],[ 96.186485 -13.78569  442.84567 ],[156.13123 -13.64595 509.48782]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.478355 -14.185062 387.44214 ],[ 96.440475 -13.890925 442.764   ],[156.3997   -13.843675 509.40558 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.513084 -14.096367 387.56448 ],[ 96.442535 -13.805993 442.92554 ],[156.50919  -14.021381 509.04388 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.728004 -14.029922 387.44394 ],[ 96.865555 -13.852141 442.6996  ],[157.09044  -14.107479 508.31198 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.889244 -14.137962 387.21527 ],[ 97.285805 -13.983057 442.31268 ],[157.24977  -14.064053 507.88937 ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 40.905426 -14.135218 387.3513  ],[ 97.285805 -13.983057 442.31268 ],[157.59366  -14.195314 507.3453  ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 41.120087 -14.068863 387.23087 ],[ 97.48192  -14.006954 442.136   ],[157.69748  -14.226158 506.82715 ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 41.120087 -14.068863 387.23087 ],[ 97.48192  -14.006954 442.136   ],[157.7904   -14.150988 507.04254 ]
[-69.03388  -13.956636 293.31302 ],[-13.436609 -14.03549  337.1691  ],[ 40.907917 -14.052153 387.2014  ],[ 97.285805 -13.983057 442.31268 ],[157.44698  -14.019732 507.58585 ]
[-69.03388  -13.956636 293.31302 ],[-13.620607 -14.019778 337.2272  ],[ 40.854446 -14.226513 387.0932  ],[ 97.285805 -13.983057 442.31268 ],[157.2285   -13.991668 507.74985 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.854446 -14.226513 387.0932  ],[ 96.83371  -13.938824 442.41028 ],[157.14986  -14.178965 508.57062 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.660957 -14.124054 387.0496  ],[ 96.62819  -13.752304 442.60345 ],[156.80473  -14.047358 509.11765 ]
[-69.03388  -13.956636 293.31302 ],[-13.598825 -13.931201 337.07312 ],[ 40.4649  -14.10465 387.15582],[ 96.45907  -13.811342 442.74722 ],[156.42084  -13.916392 509.54617 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.430214 -14.193305 387.03357 ],[ 96.23266  -13.789141 442.7958  ],[156.25616  -13.813318 509.80997 ]
[-69.03388  -13.956636 293.31302 ],[-13.594953  -13.9350815 336.9314   ],[ 40.4649  -14.10465 387.15582],[ 96.00807  -13.681945 443.00598 ],[156.0533   -13.711155 509.95398 ]
