58.05645,85.560135,483.5373,,494.4688146,,,,,,
58.3455,85.4511,483.435,,494.383947,,,,,,
58.348145,85.276344,483.70703,,494.6201085,,,,,,
58.756775,85.276505,484.1744,,495.1255301,,,,,,
62.710743,85.17437,486.88947,,498.2455886,,,,,,
63.022156,85.12238,485.98657,,497.3937655,,,,,,
63.05434,85.14467,486.2619,,497.6706743,,,,,,
62.990593,85.25747,485.97787,,497.404404,,,,,,
62.518543,85.040016,485.23596,,496.582631,,,,,,
61.789555,85.109215,485.13913,,496.4086049,,,,,,
57.58952,84.09381,487.3078,,497.8526023,,,,,,
57.3853,84.111984,487.97897,,498.4890908,,,,,,
57.414772,84.134605,488.25818,,498.7696243,,,,,,
57.649868,83.98115,487.59518,,498.121873,,,,,,
57.710266,83.86835,487.88257,,498.3911888,,,,,,
57.683926,83.67009,487.87726,,498.3496163,,,,,,
57.683926,83.67009,487.87726,,498.3496163,,,,,,
57.683926,83.67009,487.87726,,498.3496163,,,,,,
57.302864,83.69263,487.6892,,498.1253159,,,,,,
57.729733,84.57583,487.6113,,498.2475017,,,,,,
58.02427,84.30951,487.23636,,497.8696415,,,,,,
58.375103,84.26407,487.14575,,497.8142906,,,,,,
57.99765,84.11142,487.23096,,497.8277481,,,,,,
58.367737,84.772545,486.86972,,497.629683,,,,,,
58.718204,84.72689,486.77936,,497.5747368,,496.7408,490.0436,484.0121,477.7817,470.2325
59.04174,84.48359,486.68365,,497.4780188,,-6.6972,-6.0315,-6.2304,-7.5492,
59.04174,84.48359,486.68365,,497.4780188,,,,,,
59.42302,84.30295,486.60196,,497.4128569,,-6.627075,,,,
59.74208,84.39262,486.50317,,497.3696461,,,,,,
59.74208,84.39262,486.50317,,497.3696461,,,,,,
59.734524,84.74234,485.95935,,496.8963347,,,,,,
60.14201,84.91643,486.15228,,497.1638571,,,,,,
60.11488,84.719185,486.1467,,497.1214671,,,,,,
60.11488,84.719185,486.1467,,497.1214671,,,,,,
60.11488,84.719185,486.1467,,497.1214671,,,,,,
60.11488,84.719185,486.1467,,497.1214671,,,,,,
60.11488,84.719185,486.1467,,497.1214671,,,,,,
60.053288,84.67422,485.5925,,496.5643936,,,,,,
60.42968,84.825714,485.50858,,496.5538533,,,,,,
60.40253,84.62863,485.50305,,496.5115127,,,,,,
60.42968,84.825714,485.50858,,496.5538533,,,,,,
60.398735,84.803246,485.23178,,496.2756069,,,,,,
60.398735,84.803246,485.23178,,496.2756069,,,,,,
60.398735,84.803246,485.23178,,496.2756069,,,,,,
60.0497,84.84892,485.32104,,496.3283364,,,,,,
60.077087,85.0461,485.32663,,496.3708627,,,,,,
60.332226,85.24733,484.9431,,496.0613823,,,,,,
60.367363,84.93806,485.22305,,496.2863093,,,,,,
60.394604,85.135124,485.22864,,496.3288533,,,,,,
60.39114,85.309616,484.95755,,496.093384,,,,,,
60.332226,85.24733,484.9431,,496.0613823,,,,,,
60.332226,85.24733,484.9431,,496.0613823,,,,,,
60.363136,85.26995,485.2199,,496.3396256,,,,,,
60.305084,85.05027,484.93753,,496.0188097,,,,,,
60.332226,85.24733,484.9431,,496.0613823,,,,,,
60.301315,85.22471,484.66635,,495.7831891,,,,,,
59.921944,85.24782,484.47824,,495.5572573,,,,,,
59.542816,85.27085,484.28964,,495.3311218,,,,,,
59.51555,85.07356,484.28403,,495.2884342,,,,,,
59.51555,85.07356,484.28403,,495.2884342,,,,,,
59.573353,85.29355,484.56683,,495.6097122,,,,,,
60.301315,85.22471,484.66635,,495.7831891,,,,,,
60.74348,85.08932,485.1394,,496.2763345,,,,,,
61.46806,85.35171,485.234,,496.5030428,,,,,,
61.848343,85.32824,485.4206,,496.7285828,,,,,,
61.85286,85.154144,485.691,,496.9635319,,,,,,
61.88452,85.17661,485.96698,,497.2410425,,,,,,
61.916195,85.19909,486.24304,,497.5186369,,,,,,
61.97051,85.59226,486.25412,,497.6037061,,,,,,
62.410736,85.62973,486.454,,497.8604671,,,,,,
62.732475,85.38707,486.35794,,497.7653674,,,,,,
62.347134,85.742485,486.1695,,497.5939324,,,,,,
62.664234,85.67373,485.8037,,497.2645465,,,,,,
62.60485,85.45502,485.5226,,496.9447885,,,,,,
62.894066,85.190384,485.152,,496.5737892,,,,,,
62.948734,85.582695,485.1632,,496.6591099,,,,,,
62.916954,85.71756,485.15445,,496.6697933,,,,,,
62.916954,85.71756,485.15445,,496.6697933,,,,,,
63.174015,85.58771,484.77554,,496.3099198,,,,,,
63.200634,85.62654,484.51505,,496.0655785,,,,,,
63.141006,85.408134,484.23444,,495.7462344,,,,,,
63.770847,85.27166,483.50812,,495.0940103,,,,,,
63.770847,85.27166,483.50812,,495.0940103,,,,,,
63.14036,85.25121,483.96835,,495.459219,,,,,,
63.17266,85.27353,484.24326,,495.7357106,,,,,,
63.17266,85.27353,484.24326,,495.7357106,,,,,,
63.168358,85.60413,484.2401,,495.7890509,,,,,,
63.141006,85.408134,484.23444,,495.7462344,,,,,,
63.173313,85.43053,484.50937,,496.0227541,,,,,,
62.450123,85.32625,484.68185,,496.0817297,,,,,,
62.220043,85.810005,485.3335,,496.7728826,,,,,,
