207.25114,48.611187,698.1563,,207.1737701,48.6860561,697.9935485,,displacement,
207.2626,48.790737,698.1306,,,,,,,
207.1476,48.63741,698.2496,,0.077369861,-0.074869099,0.16275149,,0.195139758,0.195139758
206.99908,48.401726,697.8221,,0.088829861,0.104680901,0.13705149,,0.193989552,0.193989552
206.98763,48.22219,697.84796,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
206.98763,48.22219,697.84796,,-0.174690139,-0.284330099,-0.17144851,,0.375173081,-0.375173081
207.01053,48.58127,697.79626,,-0.186140139,-0.463866099,-0.14558851,,0.520591897,-0.520591897
206.99908,48.401726,697.8221,,-0.186140139,-0.463866099,-0.14558851,,0.520591897,-0.520591897
206.99908,48.401726,697.8221,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.10255,48.375534,697.72894,,-0.174690139,-0.284330099,-0.17144851,,0.375173081,-0.375173081
206.99908,48.401726,697.8221,,-0.174690139,-0.284330099,-0.17144851,,0.375173081,-0.375173081
206.86201,48.345592,697.36884,,-0.071220139,-0.310522099,-0.26460851,,0.414142422,-0.414142422
207.1476,48.63741,698.2496,,-0.174690139,-0.284330099,-0.17144851,,0.375173081,-0.375173081
207.01053,48.58127,697.79626,,-0.311760139,-0.340464099,-0.62470851,,0.776769534,-0.776769534
207.01053,48.58127,697.79626,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.27324,48.513992,698.7288,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
206.87346,48.525127,697.343,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.1476,48.63741,698.2496,,0.099469861,-0.172064099,0.73525149,,0.761639719,0.761639719
206.88495,48.704674,697.31726,,-0.300310139,-0.160929099,-0.65054851,,0.734368925,-0.734368925
207.03351,48.940388,697.7449,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.02202,48.76082,697.77057,,-0.288820139,0.018617901,-0.67628851,,0.735615285,-0.735615285
206.98836,48.678482,697.2241,,-0.140260139,0.254331901,-0.24864851,,0.382339775,-0.382339775
207.03351,48.940388,697.7449,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.02202,48.76082,697.77057,,-0.185410139,-0.007574099,-0.76944851,,0.791508241,-0.791508241
207.02202,48.76082,697.77057,,-0.140260139,0.254331901,-0.24864851,,0.382339775,-0.382339775
206.88495,48.704674,697.31726,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.02202,48.76082,697.77057,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.01053,48.58127,697.79626,,-0.288820139,0.018617901,-0.67628851,,0.735615285,-0.735615285
207.03375,48.733715,697.7529,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.02202,48.76082,697.77057,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.02202,48.76082,697.77057,,-0.140020139,0.047658901,-0.24064851,,0.282468963,-0.282468963
207.03375,48.733715,697.7529,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.03375,48.733715,697.7529,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.1476,48.63741,698.2496,,-0.140020139,0.047658901,-0.24064851,,0.282468963,-0.282468963
207.02202,48.76082,697.77057,,-0.140020139,0.047658901,-0.24064851,,0.282468963,-0.282468963
206.98836,48.678482,697.2241,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.11403,48.55506,697.7031,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.1476,48.63741,698.2496,,-0.185410139,-0.007574099,-0.76944851,,0.791508241,-0.791508241
207.01053,48.58127,697.79626,,-0.059740139,-0.130996099,-0.29044851,,0.324174642,-0.324174642
207.01053,48.58127,697.79626,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.01053,48.58127,697.79626,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.02202,48.76082,697.77057,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.01053,48.58127,697.79626,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.12547,48.73461,697.6774,,-0.151750139,0.074763901,-0.22297851,,0.279887765,-0.279887765
207.12547,48.73461,697.6774,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.01053,48.58127,697.79626,,-0.048300139,0.048553901,-0.31614851,,0.323481475,-0.323481475
207.1476,48.63741,698.2496,,-0.048300139,0.048553901,-0.31614851,,0.323481475,-0.323481475
207.01053,48.58127,697.79626,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.01053,48.58127,697.79626,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.1476,48.63741,698.2496,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.29642,48.666416,698.6853,,-0.163240139,-0.104786099,-0.19728851,,0.276677114,-0.276677114
207.15912,48.81698,698.22394,,-0.026170139,-0.048646099,0.25605149,,0.26194214,0.26194214
207.13615,48.457863,698.27545,,0.122649861,-0.019640099,0.69175149,,0.702814945,0.702814945
207.15912,48.81698,698.22394,,-0.014650139,0.130923901,0.23039149,,0.265397689,0.265397689
